date,population_daily_est
2023-10-27,215894
2023-10-28,215896
2023-10-29,215897
2023-10-30,215898
2023-10-31,215899
2023-11-01,215900
2023-11-02,215901
2023-11-03,215902
2023-11-04,215904
2023-11-05,215905
2023-11-06,215906
2023-11-07,215907
2023-11-08,215908
2023-11-09,215909
2023-11-10,215910
2023-11-11,215912
2023-11-12,215913
2023-11-13,215914
2023-11-14,215915
2023-11-15,215916
2023-11-16,215917
2023-11-17,215918
2023-11-18,215920
2023-11-19,215921
2023-11-20,215922
2023-11-21,215923
2023-11-22,215924
2023-11-23,215925
2023-11-24,215926
2023-11-25,215928
2023-11-26,215929
2023-11-27,215930
2023-11-28,215931
2023-11-29,215932
2023-11-30,215933
2023-12-01,215934
2023-12-02,215936
2023-12-03,215937
2023-12-04,215938
2023-12-05,215939
2023-12-06,215940
2023-12-07,215941
2023-12-08,215943
2023-12-09,215944
2023-12-10,215945
2023-12-11,215946
2023-12-12,215947
2023-12-13,215948
2023-12-14,215949
2023-12-15,215951
2023-12-16,215952
2023-12-17,215953
2023-12-18,215954
2023-12-19,215955
2023-12-20,215956
2023-12-21,215957
2023-12-22,215959
2023-12-23,215960
2023-12-24,215961
2023-12-25,215962
2023-12-26,215963
2023-12-27,215964
2023-12-28,215965
2023-12-29,215967
2023-12-30,215968
2023-12-31,215969
2024-01-01,215970
2024-01-02,215971
2024-01-03,215972
2024-01-04,215973
2024-01-05,215975
2024-01-06,215976
2024-01-07,215977
2024-01-08,215978
2024-01-09,215979
2024-01-10,215980
2024-01-11,215981
2024-01-12,215983
2024-01-13,215984
2024-01-14,215985
2024-01-15,215986
2024-01-16,215987
2024-01-17,215988
2024-01-18,215989
2024-01-19,215991
2024-01-20,215992
2024-01-21,215993
2024-01-22,215994
2024-01-23,215995
2024-01-24,215996
2024-01-25,215997
2024-01-26,215999
2024-01-27,216000
2024-01-28,216001
2024-01-29,216002
2024-01-30,216003
2024-01-31,216004
2024-02-01,216006
2024-02-02,216007
2024-02-03,216008
2024-02-04,216009
2024-02-05,216010
2024-02-06,216011
2024-02-07,216012
2024-02-08,216014
2024-02-09,216015
2024-02-10,216016
2024-02-11,216017
2024-02-12,216018
2024-02-13,216019
2024-02-14,216020
2024-02-15,216022
2024-02-16,216023
2024-02-17,216024
2024-02-18,216025
2024-02-19,216026
2024-02-20,216027
2024-02-21,216028
2024-02-22,216030
2024-02-23,216031
2024-02-24,216032
2024-02-25,216033
2024-02-26,216034
2024-02-27,216035
2024-02-28,216036
2024-02-29,216038
2024-03-01,216039
2024-03-02,216040
2024-03-03,216041
2024-03-04,216042
2024-03-05,216043
2024-03-06,216044
2024-03-07,216046
2024-03-08,216047
2024-03-09,216048
2024-03-10,216049
2024-03-11,216050
2024-03-12,216051
2024-03-13,216052
2024-03-14,216054
2024-03-15,216055
2024-03-16,216056
2024-03-17,216057
2024-03-18,216058
2024-03-19,216059
2024-03-20,216060
2024-03-21,216062
2024-03-22,216063
2024-03-23,216064
2024-03-24,216065
2024-03-25,216066
2024-03-26,216067
2024-03-27,216068
2024-03-28,216070
2024-03-29,216071
2024-03-30,216072
2024-03-31,216073
2024-04-01,216074
2024-04-02,216075
2024-04-03,216077
2024-04-04,216078
2024-04-05,216079
2024-04-06,216080
2024-04-07,216081
2024-04-08,216082
2024-04-09,216083
2024-04-10,216085
2024-04-11,216086
2024-04-12,216087
2024-04-13,216088
2024-04-14,216089
2024-04-15,216090
2024-04-16,216091
2024-04-17,216093
2024-04-18,216094
2024-04-19,216095
2024-04-20,216096
2024-04-21,216097
2024-04-22,216098
2024-04-23,216099
2024-04-24,216101
2024-04-25,216102
2024-04-26,216103
2024-04-27,216104
2024-04-28,216105
2024-04-29,216106
2024-04-30,216107
2024-05-01,216109
2024-05-02,216110
2024-05-03,216111
2024-05-04,216112
2024-05-05,216113
2024-05-06,216114
2024-05-07,216115
2024-05-08,216117
2024-05-09,216118
2024-05-10,216119
2024-05-11,216120
2024-05-12,216121
2024-05-13,216122
2024-05-14,216123
2024-05-15,216125
2024-05-16,216126
2024-05-17,216127
2024-05-18,216128
2024-05-19,216129
2024-05-20,216130
2024-05-21,216131
2024-05-22,216133
2024-05-23,216134
2024-05-24,216135
2024-05-25,216136
2024-05-26,216137
2024-05-27,216138
2024-05-28,216139
2024-05-29,216141
2024-05-30,216142
2024-05-31,216143
2024-06-01,216144
2024-06-02,216145
2024-06-03,216146
2024-06-04,216148
2024-06-05,216149
2024-06-06,216150
2024-06-07,216151
2024-06-08,216152
2024-06-09,216153
2024-06-10,216154
2024-06-11,216156
2024-06-12,216157
2024-06-13,216158
2024-06-14,216159
2024-06-15,216160
2024-06-16,216161
2024-06-17,216162
2024-06-18,216164
2024-06-19,216165
2024-06-20,216166
2024-06-21,216167
2024-06-22,216168
2024-06-23,216169
2024-06-24,216170
2024-06-25,216172
2024-06-26,216173
2024-06-27,216174
2024-06-28,216175
2024-06-29,216176
2024-06-30,216177
2024-07-01,216178
2024-07-02,216180
2024-07-03,216181
2024-07-04,216182
2024-07-05,216183
2024-07-06,216184
2024-07-07,216185
2024-07-08,216186
2024-07-09,216188
2024-07-10,216189
2024-07-11,216190
2024-07-12,216191
2024-07-13,216192
2024-07-14,216193
2024-07-15,216194
2024-07-16,216196
2024-07-17,216197
2024-07-18,216198
2024-07-19,216199
2024-07-20,216200
2024-07-21,216201
2024-07-22,216202
2024-07-23,216204
2024-07-24,216205
2024-07-25,216206
2024-07-26,216207
2024-07-27,216208
2024-07-28,216209
2024-07-29,216210
2024-07-30,216212
2024-07-31,216213
2024-08-01,216214
2024-08-02,216215
2024-08-03,216216
2024-08-04,216217
2024-08-05,216219
2024-08-06,216220
2024-08-07,216221
2024-08-08,216222
2024-08-09,216223
2024-08-10,216224
2024-08-11,216225
2024-08-12,216227
2024-08-13,216228
2024-08-14,216229
2024-08-15,216230
2024-08-16,216231
2024-08-17,216232
2024-08-18,216233
2024-08-19,216235
2024-08-20,216236
2024-08-21,216237
2024-08-22,216238
2024-08-23,216239
2024-08-24,216240
2024-08-25,216241
2024-08-26,216243
2024-08-27,216244
2024-08-28,216245
2024-08-29,216246
2024-08-30,216247
2024-08-31,216248
2024-09-01,216249
2024-09-02,216251
2024-09-03,216252
2024-09-04,216253
2024-09-05,216254
2024-09-06,216255
2024-09-07,216256
2024-09-08,216257
2024-09-09,216259
2024-09-10,216260
2024-09-11,216261
2024-09-12,216262
2024-09-13,216263
2024-09-14,216264
2024-09-15,216265
2024-09-16,216267
2024-09-17,216268
2024-09-18,216269
2024-09-19,216270
2024-09-20,216271
2024-09-21,216272
2024-09-22,216273
2024-09-23,216275
2024-09-24,216276
2024-09-25,216277
2024-09-26,216278
2024-09-27,216279
2024-09-28,216280
2024-09-29,216281
2024-09-30,216283
2024-10-01,216284
2024-10-02,216285
2024-10-03,216286
2024-10-04,216287
2024-10-05,216288
2024-10-06,216290
2024-10-07,216291
2024-10-08,216292
2024-10-09,216293
2024-10-10,216294
2024-10-11,216295
2024-10-12,216296
2024-10-13,216298
2024-10-14,216299
2024-10-15,216300
2024-10-16,216301
2024-10-17,216302
2024-10-18,216303
2024-10-19,216304
2024-10-20,216306
2024-10-21,216307
2024-10-22,216308
2024-10-23,216309
2024-10-24,216310
2024-10-25,216311
2024-10-26,216312
2024-10-27,216314
2024-10-28,216315
2024-10-29,216316
2024-10-30,216317
2024-10-31,216318
2024-11-01,216319
2024-11-02,216320
2024-11-03,216322
2024-11-04,216323
2024-11-05,216324
2024-11-06,216325
2024-11-07,216326
2024-11-08,216327
2024-11-09,216328
2024-11-10,216330
2024-11-11,216331
2024-11-12,216332
2024-11-13,216333
2024-11-14,216334
2024-11-15,216335
2024-11-16,216336
2024-11-17,216338
2024-11-18,216339
2024-11-19,216340
2024-11-20,216341
2024-11-21,216342
2024-11-22,216343
2024-11-23,216344
2024-11-24,216346
2024-11-25,216347
2024-11-26,216348
2024-11-27,216349
2024-11-28,216350
2024-11-29,216351
2024-11-30,216352
2024-12-01,216354
2024-12-02,216355
2024-12-03,216356
2024-12-04,216357
2024-12-05,216358
2024-12-06,216359
2024-12-07,216361
2024-12-08,216362
2024-12-09,216363
2024-12-10,216364
2024-12-11,216365
2024-12-12,216366
2024-12-13,216367
2024-12-14,216369
2024-12-15,216370
2024-12-16,216371
2024-12-17,216372
2024-12-18,216373
2024-12-19,216374
2024-12-20,216375
2024-12-21,216377
2024-12-22,216378
2024-12-23,216379
2024-12-24,216380
2024-12-25,216381
2024-12-26,216382
2024-12-27,216383
2024-12-28,216385
2024-12-29,216386
2024-12-30,216387
2024-12-31,216388
2025-01-01,216388
2025-01-02,216389
2025-01-03,216390
2025-01-04,216391
2025-01-05,216393
2025-01-06,216394
2025-01-07,216395
2025-01-08,216396
2025-01-09,216397
2025-01-10,216398
2025-01-11,216399
2025-01-12,216401
2025-01-13,216402
2025-01-14,216403
2025-01-15,216404
2025-01-16,216405
2025-01-17,216406
2025-01-18,216407
2025-01-19,216409
2025-01-20,216410
2025-01-21,216411
2025-01-22,216412
2025-01-23,216413
2025-01-24,216414
2025-01-25,216415
2025-01-26,216417
2025-01-27,216418
2025-01-28,216419
2025-01-29,216420
2025-01-30,216421
2025-01-31,216422
2025-02-01,216424
2025-02-02,216425
2025-02-03,216426
2025-02-04,216427
2025-02-05,216428
2025-02-06,216429
2025-02-07,216430
2025-02-08,216432
2025-02-09,216433
2025-02-10,216434
2025-02-11,216435
2025-02-12,216436
2025-02-13,216437
2025-02-14,216438
2025-02-15,216440
2025-02-16,216441
2025-02-17,216442
2025-02-18,216443
2025-02-19,216444
2025-02-20,216445
2025-02-21,216446
2025-02-22,216448
2025-02-23,216449
2025-02-24,216450
2025-02-25,216451
2025-02-26,216452
2025-02-27,216453
2025-02-28,216454
2025-03-01,216456
2025-03-02,216457
2025-03-03,216458
2025-03-04,216459
2025-03-05,216460
2025-03-06,216461
2025-03-07,216462
2025-03-08,216464
2025-03-09,216465
2025-03-10,216466
2025-03-11,216467
2025-03-12,216468
2025-03-13,216469
2025-03-14,216470
2025-03-15,216472
2025-03-16,216473
2025-03-17,216474
2025-03-18,216475
2025-03-19,216476
2025-03-20,216477
2025-03-21,216478
2025-03-22,216480
2025-03-23,216481
2025-03-24,216482
2025-03-25,216483
2025-03-26,216484
2025-03-27,216485
2025-03-28,216486
2025-03-29,216488
2025-03-30,216489
2025-03-31,216490
2025-04-01,216491
2025-04-02,216492
2025-04-03,216493
2025-04-04,216495
2025-04-05,216496
2025-04-06,216497
2025-04-07,216498
2025-04-08,216499
2025-04-09,216500
2025-04-10,216501
2025-04-11,216503
2025-04-12,216504
2025-04-13,216505
2025-04-14,216506
2025-04-15,216507
2025-04-16,216508
2025-04-17,216509
2025-04-18,216511
2025-04-19,216512
2025-04-20,216513
2025-04-21,216514
2025-04-22,216515
2025-04-23,216516
2025-04-24,216517
2025-04-25,216519
2025-04-26,216520
2025-04-27,216521
2025-04-28,216522
2025-04-29,216523
2025-04-30,216524
2025-05-01,216525
2025-05-02,216527
2025-05-03,216528
2025-05-04,216529
2025-05-05,216530
2025-05-06,216531
2025-05-07,216532
2025-05-08,216533
2025-05-09,216535
2025-05-10,216536
2025-05-11,216537
2025-05-12,216538
2025-05-13,216539
2025-05-14,216540
2025-05-15,216541
2025-05-16,216543
2025-05-17,216544
2025-05-18,216545
2025-05-19,216546
2025-05-20,216547
2025-05-21,216548
2025-05-22,216549
2025-05-23,216551
2025-05-24,216552
2025-05-25,216553
2025-05-26,216554
2025-05-27,216555
2025-05-28,216556
2025-05-29,216557
2025-05-30,216559
2025-05-31,216560
2025-06-01,216561
2025-06-02,216562
2025-06-03,216563
2025-06-04,216564
2025-06-05,216566
2025-06-06,216567
2025-06-07,216568
2025-06-08,216569
2025-06-09,216570
2025-06-10,216571
2025-06-11,216572
2025-06-12,216574
2025-06-13,216575
2025-06-14,216576
2025-06-15,216577
2025-06-16,216578
2025-06-17,216579
2025-06-18,216580
2025-06-19,216582
2025-06-20,216583
2025-06-21,216584
2025-06-22,216585
2025-06-23,216586
2025-06-24,216587
2025-06-25,216588
2025-06-26,216590
2025-06-27,216591
2025-06-28,216592
2025-06-29,216593
2025-06-30,216594
2025-07-01,216595
2025-07-02,216596
2025-07-03,216598
2025-07-04,216599
2025-07-05,216600
2025-07-06,216601
2025-07-07,216602
2025-07-08,216603
2025-07-09,216604
2025-07-10,216606
2025-07-11,216607
2025-07-12,216608
2025-07-13,216609
2025-07-14,216610
2025-07-15,216611
2025-07-16,216612
2025-07-17,216614
2025-07-18,216615
2025-07-19,216616
2025-07-20,216617
2025-07-21,216618
2025-07-22,216619
2025-07-23,216620
2025-07-24,216622
2025-07-25,216623
2025-07-26,216624
2025-07-27,216625
2025-07-28,216626
2025-07-29,216627
2025-07-30,216628
2025-07-31,216630
2025-08-01,216631
2025-08-02,216632
2025-08-03,216633
2025-08-04,216634
2025-08-05,216635
2025-08-06,216637
2025-08-07,216638
2025-08-08,216639
2025-08-09,216640
2025-08-10,216641
2025-08-11,216642
2025-08-12,216643
2025-08-13,216645
2025-08-14,216646
2025-08-15,216647
2025-08-16,216648
2025-08-17,216649
2025-08-18,216650
2025-08-19,216651
2025-08-20,216653
2025-08-21,216654
2025-08-22,216655
2025-08-23,216656
2025-08-24,216657
2025-08-25,216658
2025-08-26,216659
2025-08-27,216661
2025-08-28,216662
2025-08-29,216663
2025-08-30,216664
2025-08-31,216665
2025-09-01,216666
2025-09-02,216667
2025-09-03,216669
2025-09-04,216670
2025-09-05,216671
2025-09-06,216672
2025-09-07,216673
2025-09-08,216674
2025-09-09,216675
2025-09-10,216677
2025-09-11,216678
2025-09-12,216679
2025-09-13,216680
2025-09-14,216681
2025-09-15,216682
2025-09-16,216683
2025-09-17,216685
2025-09-18,216686
2025-09-19,216687
2025-09-20,216688
2025-09-21,216689
2025-09-22,216690
2025-09-23,216691
2025-09-24,216693
2025-09-25,216694
2025-09-26,216695
2025-09-27,216696
2025-09-28,216697
2025-09-29,216698
2025-09-30,216699
2025-10-01,216701
2025-10-02,216702
2025-10-03,216703
2025-10-04,216704
2025-10-05,216705
2025-10-06,216706
2025-10-07,216708
2025-10-08,216709
2025-10-09,216710
2025-10-10,216711
2025-10-11,216712
2025-10-12,216713
2025-10-13,216714
2025-10-14,216716
2025-10-15,216717
2025-10-16,216718
2025-10-17,216719
2025-10-18,216720
2025-10-19,216721
2025-10-20,216722
2025-10-21,216724
2025-10-22,216725
2025-10-23,216726
2025-10-24,216727
2025-10-25,216728
2025-10-26,216729
2025-10-27,216730
2025-10-28,216732
2025-10-29,216733
2025-10-30,216734
2025-10-31,216735
2025-11-01,216736
2025-11-02,216737
2025-11-03,216738
2025-11-04,216740
2025-11-05,216741
2025-11-06,216742
2025-11-07,216743
2025-11-08,216744
2025-11-09,216745
2025-11-10,216746
2025-11-11,216748
2025-11-12,216749
2025-11-13,216750
2025-11-14,216751
2025-11-15,216752
2025-11-16,216753
2025-11-17,216754
2025-11-18,216756
2025-11-19,216757
2025-11-20,216758
2025-11-21,216759
2025-11-22,216760
2025-11-23,216761
2025-11-24,216762
2025-11-25,216764
2025-11-26,216765
2025-11-27,216766
2025-11-28,216767
2025-11-29,216768
2025-11-30,216769
2025-12-01,216770
2025-12-02,216772
2025-12-03,216773
2025-12-04,216774
2025-12-05,216775
2025-12-06,216776
2025-12-07,216777
2025-12-08,216779
2025-12-09,216780
2025-12-10,216781
2025-12-11,216782
2025-12-12,216783
2025-12-13,216784
2025-12-14,216785
2025-12-15,216787
2025-12-16,216788
2025-12-17,216789
2025-12-18,216790
2025-12-19,216791
2025-12-20,216792
2025-12-21,216793
2025-12-22,216795
2025-12-23,216796
2025-12-24,216797
2025-12-25,216798
2025-12-26,216799
2025-12-27,216800
2025-12-28,216801
2025-12-29,216803
2025-12-30,216804
2025-12-31,216805
2026-01-01,216806
2026-01-02,216806
2026-01-03,216806
2026-01-04,216806
2026-01-05,216806
2026-01-06,216806
2026-01-07,216806
2026-01-08,216806
2026-01-09,216806
2026-01-10,216806
2026-01-11,216806
2026-01-12,216806
2026-01-13,216806
2026-01-14,216806
2026-01-15,216806
2026-01-16,216806
2026-01-17,216806
2026-01-18,216806
2026-01-19,216806
2026-01-20,216806
2026-01-21,216806
2026-01-22,216806
2026-01-23,216806
2026-01-24,216806
2026-01-25,216806
2026-01-26,216806
2026-01-27,216806
2026-01-28,216806
2026-01-29,216806
2026-01-30,216806
2026-01-31,216806
2026-02-01,216806
2026-02-02,216806
2026-02-03,216806
2026-02-04,216806
2026-02-05,216806
2026-02-06,216806
2026-02-07,216806
2026-02-08,216806
2026-02-09,216806
2026-02-10,216806
2026-02-11,216806
2026-02-12,216806
2026-02-13,216806
2026-02-14,216806
2026-02-15,216806
2026-02-16,216806
2026-02-17,216806
2026-02-18,216806
2026-02-19,216806
2026-02-20,216806
2026-02-21,216806
2026-02-22,216806
2026-02-23,216806
2026-02-24,216806
2026-02-25,216806
2026-02-26,216806
2026-02-27,216806
2026-02-28,216806
2026-03-01,216806
2026-03-02,216806
2026-03-03,216806
2026-03-04,216806
2026-03-05,216806
2026-03-06,216806
2026-03-07,216806
2026-03-08,216806
2026-03-09,216806
2026-03-10,216806
2026-03-11,216806
2026-03-12,216806
2026-03-13,216806
2026-03-14,216806
2026-03-15,216806
2026-03-16,216806
2026-03-17,216806
2026-03-18,216806
2026-03-19,216806
2026-03-20,216806
2026-03-21,216806
2026-03-22,216806
2026-03-23,216806
2026-03-24,216806
2026-03-25,216806
2026-03-26,216806
2026-03-27,216806
2026-03-28,216806
2026-03-29,216806
2026-03-30,216806
2026-03-31,216806
2026-04-01,216806
2026-04-02,216806
2026-04-03,216806
2026-04-04,216806
2026-04-05,216806
2026-04-06,216806
2026-04-07,216806
2026-04-08,216806
2026-04-09,216806
2026-04-10,216806
2026-04-11,216806
2026-04-12,216806
2026-04-13,216806
2026-04-14,216806
2026-04-15,216806
2026-04-16,216806
2026-04-17,216806
2026-04-18,216806
2026-04-19,216806
2026-04-20,216806
2026-04-21,216806
2026-04-22,216806
2026-04-23,216806
2026-04-24,216806
2026-04-25,216806
2026-04-26,216806
2026-04-27,216806
2026-04-28,216806
2026-04-29,216806
2026-04-30,216806
2026-05-01,216806
2026-05-02,216806
2026-05-03,216806
2026-05-04,216806
2026-05-05,216806
2026-05-06,216806
2026-05-07,216806
2026-05-08,216806
2026-05-09,216806
2026-05-10,216806
2026-05-11,216806
2026-05-12,216806
2026-05-13,216806
2026-05-14,216806
2026-05-15,216806
2026-05-16,216806
2026-05-17,216806
2026-05-18,216806
2026-05-19,216806
2026-05-20,216806
2026-05-21,216806
2026-05-22,216806
2026-05-23,216806
2026-05-24,216806
2026-05-25,216806
2026-05-26,216806
2026-05-27,216806
2026-05-28,216806
2026-05-29,216806
2026-05-30,216806
2026-05-31,216806
2026-06-01,216806
2026-06-02,216806
